ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:       0       263.6662       351.8868       709.0855        10.7699          -5692.4918       715.0453         0.0000         0.0000         0.0000          -3642.0381         0.0000     -3642.0381     -3642.0381         0.0000            459.3182       116.1382   1000000.0000       459.3182       116.1382
ENERGY:       1       263.3488       351.2771       709.1957        11.0264          -5692.4100       404.8997         0.0000         0.0000         0.0000          -3952.6623         0.0000     -3952.6623     -3952.6623         0.0000            372.6317       -46.8638   1000000.0000       372.6317       -46.8638
ENERGY:       2       185.2422       321.9804       707.8680        10.3356          -5701.0945       291.8300         0.0000         0.0000         0.0000          -4183.8382         0.0000     -4183.8382     -4183.8382         0.0000            349.4451       132.4348   1000000.0000       349.4451       132.4348
ENERGY:       3       127.6836       301.5955       706.7154        10.1889          -5709.8248       248.9450         0.0000         0.0000         0.0000          -4314.6964         0.0000     -4314.6964     -4314.6964         0.0000            344.3598       123.0628   1000000.0000       344.3598       123.0628
ENERGY:       4        91.2200       289.6343       705.7246        10.5853          -5718.5636       225.8316         0.0000         0.0000         0.0000          -4395.5678         0.0000     -4395.5678     -4395.5678         0.0000            343.2390       120.4604   1000000.0000       343.2390       120.4604
ENERGY:       5        55.6073       259.7013       701.6609         7.0754          -5771.2064       178.9493         0.0000         0.0000         0.0000          -4568.2122         0.0000     -4568.2122     -4568.2122         0.0000            323.0481        95.2061   1000000.0000       323.0481        95.2061
ENERGY:       6        91.1822       267.0525       699.4182         8.2247          -5821.9704       141.2512         0.0000         0.0000         0.0000          -4614.8415         0.0000     -4614.8415     -4614.8415         0.0000            299.4285        66.6660   1000000.0000       299.4285        66.6660
ENERGY:       7       199.9293       310.2534       698.8081        13.6588          -5870.7829       110.3765         0.0000         0.0000         0.0000          -4537.7567         0.0000     -4537.7567     -4537.7567         0.0000            271.6669        33.7585   1000000.0000       271.6669        33.7585
ENERGY:       8        82.7770       264.1414       699.6048         7.8402          -5815.6553       145.5620         0.0000         0.0000         0.0000          -4615.7300         0.0000     -4615.7300     -4615.7300         0.0000            302.5978        70.4600   1000000.0000       302.5978        70.4600
ENERGY:       9        47.5579       244.3196       698.5240         6.8673          -5849.1012       131.7555         0.0000         0.0000         0.0000          -4720.0770         0.0000     -4720.0770     -4720.0770         0.0000            312.0277        78.4074   1000000.0000       312.0277        78.4074
ENERGY:      10        95.8985       245.8008       697.7560         6.3338          -5881.9149       119.1597         0.0000         0.0000         0.0000          -4716.9662         0.0000     -4716.9662     -4716.9662         0.0000            316.7039        80.9901   1000000.0000       316.7039        80.9901
ENERGY:      11        60.2970       242.1148       698.1214         6.5591          -5864.6268       125.6749         0.0000         0.0000         0.0000          -4731.8597         0.0000     -4731.8597     -4731.8597         0.0000            314.8133        80.2177   1000000.0000       314.8133        80.2177
ENERGY:      12        47.9699       236.1653       696.9686         7.0813          -5900.4915       111.2570         0.0000         0.0000         0.0000          -4801.0494         0.0000     -4801.0494     -4801.0494         0.0000            307.5154        71.8225   1000000.0000       307.5154        71.8225
ENERGY:      13        91.6316       242.0834       695.9910         7.7677          -5935.3168        97.9983         0.0000         0.0000         0.0000          -4799.8448         0.0000     -4799.8448     -4799.8448         0.0000            297.2739        60.3813   1000000.0000       297.2739        60.3813
ENERGY:      14        61.9426       237.6462       696.4742         7.3921          -5917.4342       104.7131         0.0000         0.0000         0.0000          -4809.2660         0.0000     -4809.2660     -4809.2660         0.0000            302.9406        66.6809   1000000.0000       302.9406        66.6809
ENERGY:      15        53.9379       237.5726       692.7428         9.7532          -6082.1206        45.1064         0.0000         0.0000         0.0000          -5043.0077         0.0000     -5043.0077     -5043.0077         0.0000            268.6651        24.4511   1000000.0000       268.6651        24.4511
ENERGY:      16        83.3410       269.7586       691.2031        14.0438          -6219.6028         1.6495         0.0000         0.0000         0.0000          -5159.6070         0.0000     -5159.6070     -5159.6070         0.0000            234.7339       -15.5103   1000000.0000       234.7339       -15.5103
ENERGY:      17       151.4716       334.2515       691.7962        20.2739          -6329.5121       -27.6009         0.0000         0.0000         0.0000          -5159.3198         0.0000     -5159.3198     -5159.3198         0.0000            200.5742       -53.9052   1000000.0000       200.5742       -53.9052
ENERGY:      18       112.3209       297.7870       691.2324        16.8992          -6277.1948       -14.5921         0.0000         0.0000         0.0000          -5173.5474         0.0000     -5173.5474     -5173.5474         0.0000            217.8069       -34.7552   1000000.0000       217.8069       -34.7552
ENERGY:      19       115.7863       301.0643       691.2649        17.2145          -6282.7239       -16.0438         0.0000         0.0000         0.0000          -5173.4377         0.0000     -5173.4377     -5173.4377         0.0000            216.0897       -36.6836   1000000.0000       216.0897       -36.6836
ENERGY:      20       112.8967       298.3324       691.2374        16.9519          -6278.1268       -14.8386         0.0000         0.0000         0.0000          -5173.5471         0.0000     -5173.5471     -5173.5471         0.0000            217.5184       -35.1096   1000000.0000       217.5184       -35.1096
ENERGY:      21       112.3209       297.7870       691.2323        16.8992          -6277.1921       -14.5922         0.0000         0.0000         0.0000          -5173.5448         0.0000     -5173.5448     -5173.5448         0.0000            217.8070       -34.7852   1000000.0000       217.8070       -34.7852
ENERGY:      22        54.8684       277.2864       691.6666        16.5359          -6324.7455       -24.6967         0.0000         0.0000         0.0000          -5309.0849         0.0000     -5309.0849     -5309.0849         0.0000            229.1241       -22.6193   1000000.0000       229.1241       -22.6193
ENERGY:      23        58.2492       270.5561       692.4092        16.5571          -6368.4075       -33.0023         0.0000         0.0000         0.0000          -5363.6381         0.0000     -5363.6381     -5363.6381         0.0000            237.1662       -13.7712   1000000.0000       237.1662       -13.7712
ENERGY:      24       118.4889       279.7498       693.4335        16.8721          -6408.1551       -39.5637         0.0000         0.0000         0.0000          -5339.1745         0.0000     -5339.1745     -5339.1745         0.0000            242.0118        -8.1629   1000000.0000       242.0118        -8.1629
ENERGY:      25        65.3767       270.9888       692.5807        16.5959          -6376.1438       -34.3693         0.0000         0.0000         0.0000          -5364.9709         0.0000     -5364.9709     -5364.9709         0.0000            238.3197       -12.4712   1000000.0000       238.3197       -12.4712
ENERGY:      26        60.9061       255.6046       690.7317        13.0951          -6427.6235       -43.6987         0.0000         0.0000         0.0000          -5450.9847         0.0000     -5450.9847     -5450.9847         0.0000            226.9118       -30.8820   1000000.0000       226.9118       -30.8820
ENERGY:      27       115.2345       263.5015       690.2659        11.6506          -6475.3193       -50.8003         0.0000         0.0000         0.0000          -5445.4671         0.0000     -5445.4671     -5445.4671         0.0000            211.9853       -52.9298   1000000.0000       211.9853       -52.9298
ENERGY:      28        77.6628       256.1283       690.3538        12.1747          -6449.0436       -47.0970         0.0000         0.0000         0.0000          -5459.8211         0.0000     -5459.8211     -5459.8211         0.0000            220.7778       -40.1326   1000000.0000       220.7778       -40.1326
ENERGY:      29        80.6058       256.5241       690.3251        12.0879          -6451.7243       -47.4987         0.0000         0.0000         0.0000          -5459.6802         0.0000     -5459.6802     -5459.6802         0.0000            219.9478       -41.3613   1000000.0000       219.9478       -41.3613
ENERGY:      30        77.9489       256.1645       690.3507        12.1657          -6449.3120       -47.1375         0.0000         0.0000         0.0000          -5459.8197         0.0000     -5459.8197     -5459.8197         0.0000            220.6953       -40.2550   1000000.0000       220.6953       -40.2550
ENERGY:      31        77.7228       256.1358       690.3532        12.1728          -6449.1000       -47.1055         0.0000         0.0000         0.0000          -5459.8210         0.0000     -5459.8210     -5459.8210         0.0000            220.7604       -40.1584   1000000.0000       220.7604       -40.1584
ENERGY:      32        77.6628       256.1283       690.3538        12.1747          -6449.0434       -47.0970         0.0000         0.0000         0.0000          -5459.8209         0.0000     -5459.8209     -5459.8209         0.0000            220.7778       -40.1326   1000000.0000       220.7778       -40.1326
ENERGY:      33        52.9089       241.8003       690.1527        10.2357          -6483.7132       -51.6486         0.0000         0.0000         0.0000          -5540.2641         0.0000     -5540.2641     -5540.2641         0.0000            221.6729       -40.0056   1000000.0000       221.6729       -40.0056
ENERGY:      34        75.3202       240.5031       690.5224         9.0206          -6516.4834       -54.9806         0.0000         0.0000         0.0000          -5556.0977         0.0000     -5556.0977     -5556.0977         0.0000            219.9364       -42.4092   1000000.0000       219.9364       -42.4092
ENERGY:      35       145.9519       251.0948       691.4495         8.5265          -6547.3114       -57.1390         0.0000         0.0000         0.0000          -5507.4276         0.0000     -5507.4276     -5507.4276         0.0000            215.5301       -47.3787   1000000.0000       215.5301       -47.3787
ENERGY:      36        65.0886       239.6648       690.3753         9.2612          -6508.2707       -54.2481         0.0000         0.0000         0.0000          -5558.1290         0.0000     -5558.1290     -5558.1290         0.0000            220.6308       -41.5546   1000000.0000       220.6308       -41.5546
ENERGY:      37        55.8394       227.7362       689.8775         7.7544          -6554.5018       -59.0759         0.0000         0.0000         0.0000          -5632.3703         0.0000     -5632.3703     -5632.3703         0.0000            211.5880       -52.0533   1000000.0000       211.5880       -52.0533
ENERGY:      38       101.9665       231.5914       690.0796         7.0866          -6597.6202       -61.7112         0.0000         0.0000         0.0000          -5628.6072         0.0000     -5628.6072     -5628.6072         0.0000            199.6606       -65.3808   1000000.0000       199.6606       -65.3808
ENERGY:      39        69.8841       227.4410       689.8810         7.3465          -6574.3543       -60.5447         0.0000         0.0000         0.0000          -5640.3463         0.0000     -5640.3463     -5640.3463         0.0000            206.5526       -57.7287   1000000.0000       206.5526       -57.7287
ENERGY:      40        51.0591       221.0919       689.5380         8.2225          -6643.2281       -67.1431         0.0000         0.0000         0.0000          -5740.4598         0.0000     -5740.4598     -5740.4598         0.0000            199.2570       -64.3552   1000000.0000       199.2570       -64.3552
ENERGY:      41        97.9812       235.6334       690.2691        10.3651          -6704.2325       -69.2290         0.0000         0.0000         0.0000          -5739.2127         0.0000     -5739.2127     -5739.2127         0.0000            188.7270       -74.0069   1000000.0000       188.7270       -74.0069
ENERGY:      42        65.7213       225.6716       689.7564         9.1114          -6673.9061       -68.7318         0.0000         0.0000         0.0000          -5752.3771         0.0000     -5752.3771     -5752.3771         0.0000            194.5241       -68.6816   1000000.0000       194.5241       -68.6816
ENERGY:      43        51.1430       219.3650       689.7398        11.0303          -6741.0185       -74.4393         0.0000         0.0000         0.0000          -5844.1797         0.0000     -5844.1797     -5844.1797         0.0000            180.9404       -85.3402   1000000.0000       180.9404       -85.3402
ENERGY:      44        91.8174       229.1965       690.3613        13.8151          -6800.6813       -76.6786         0.0000         0.0000         0.0000          -5852.1696         0.0000     -5852.1696     -5852.1696         0.0000            164.7112      -104.4324   1000000.0000       164.7112      -104.4324
ENERGY:      45       186.7041       256.4166       691.6491        17.4446          -6852.6388       -75.3645         0.0000         0.0000         0.0000          -5775.7889         0.0000     -5775.7889     -5775.7889         0.0000            145.8906      -125.8831   1000000.0000       145.8906      -125.8831
ENERGY:      46        68.7509       223.1927       690.0279        12.5838          -6777.1258       -76.2070         0.0000         0.0000         0.0000          -5858.7775         0.0000     -5858.7775     -5858.7775         0.0000            171.6002       -96.4099   1000000.0000       171.6002       -96.4099
ENERGY:      47        70.6551       223.6668       690.0561        12.7006          -6779.5133       -76.2814         0.0000         0.0000         0.0000          -5858.7161         0.0000     -5858.7161     -5858.7161         0.0000            170.9306       -97.1947   1000000.0000       170.9306       -97.1947
ENERGY:      48        68.9372       223.2389       690.0307        12.5954          -6777.3648       -76.2147         0.0000         0.0000         0.0000          -5858.7773         0.0000     -5858.7773     -5858.7773         0.0000            171.5335       -96.4882   1000000.0000       171.5335       -96.4882
ENERGY:      49        61.6413       216.9985       690.7298        12.2416          -6834.1550       -80.8003         0.0000         0.0000         0.0000          -5933.3441         0.0000     -5933.3441     -5933.3441         0.0000            175.5902       -94.1774   1000000.0000       175.5902       -94.1774
ENERGY:      50       107.4565       224.0584       691.9239        13.2795          -6885.0182       -82.6005         0.0000         0.0000         0.0000          -5930.9004         0.0000     -5930.9004     -5930.9004         0.0000            176.9205       -94.4889   1000000.0000       176.9205       -94.4889
ENERGY:      51        76.4192       218.6980       691.2342        12.5995          -6858.6939       -81.9914         0.0000         0.0000         0.0000          -5941.7343         0.0000     -5941.7343     -5941.7343         0.0000            176.5542       -94.0572   1000000.0000       176.5542       -94.0572
ENERGY:      52        66.1708       225.6683       690.3621        11.5906          -6916.6147       -86.7099         0.0000         0.0000         0.0000          -6009.5328         0.0000     -6009.5328     -6009.5328         0.0000            164.8646      -112.8054   1000000.0000       164.8646      -112.8054
ENERGY:      53       118.0553       250.6950       690.0660        12.3862          -6968.0204       -87.3182         0.0000         0.0000         0.0000          -5984.1362         0.0000     -5984.1362     -5984.1362         0.0000            150.0159      -134.5566   1000000.0000       150.0159      -134.5566
ENERGY:      54        72.5958       229.7587       690.2421        11.5873          -6928.9032       -87.2125         0.0000         0.0000         0.0000          -6011.9318         0.0000     -6011.9318     -6011.9318         0.0000            161.7492      -117.5103   1000000.0000       161.7492      -117.5103
ENERGY:      55        75.4953       231.3552       690.2083        11.6084          -6932.9914       -87.3333         0.0000         0.0000         0.0000          -6011.6575         0.0000     -6011.6575     -6011.6575         0.0000            160.6602      -119.1343   1000000.0000       160.6602      -119.1343
ENERGY:      56        72.8692       229.9134       690.2386        11.5889          -6929.3135       -87.2257         0.0000         0.0000         0.0000          -6011.9290         0.0000     -6011.9290     -6011.9290         0.0000            161.6412      -117.6719   1000000.0000       161.6412      -117.6719
ENERGY:      57        72.6301       229.7781       690.2417        11.5875          -6928.9548       -87.2142         0.0000         0.0000         0.0000          -6011.9315         0.0000     -6011.9315     -6011.9315         0.0000            161.7355      -117.5307   1000000.0000       161.7355      -117.5307
ENERGY:      58        72.5958       229.7587       690.2421        11.5873          -6928.9029       -87.2125         0.0000         0.0000         0.0000          -6011.9315         0.0000     -6011.9315     -6011.9315         0.0000            161.7492      -117.5103   1000000.0000       161.7492      -117.5103
ENERGY:      59        69.2367       229.0430       689.1321         8.9235          -6991.9415       -88.3588         0.0000         0.0000         0.0000          -6083.9650         0.0000     -6083.9650     -6083.9650         0.0000            158.5479      -124.5359   1000000.0000       158.5479      -124.5359
ENERGY:      60       145.7308       255.8429       689.3640         8.6075          -7045.0918       -83.3487         0.0000         0.0000         0.0000          -6028.8951         0.0000     -6028.8951     -6028.8951         0.0000            150.9137      -135.5321   1000000.0000       150.9137      -135.5321
ENERGY:      61        73.2817       230.5066       689.0962         8.7893          -6997.6327       -88.1421         0.0000         0.0000         0.0000          -6084.1010         0.0000     -6084.1010     -6084.1010         0.0000            157.9844      -125.4508   1000000.0000       157.9844      -125.4508
ENERGY:      62        71.6724       229.9249       689.1095         8.8368          -6995.4797       -88.2316         0.0000         0.0000         0.0000          -6084.1677         0.0000     -6084.1677     -6084.1677         0.0000            158.2014      -125.0996   1000000.0000       158.2014      -125.0996
ENERGY:      63        71.8909       230.0040       689.1075         8.8299          -6995.7818       -88.2196         0.0000         0.0000         0.0000          -6084.1690         0.0000     -6084.1690     -6084.1690         0.0000            158.1715      -125.1484   1000000.0000       158.1715      -125.1484
ENERGY:      64        79.1022       232.4739       688.1233         8.5641          -7058.2274       -87.5318         0.0000         0.0000         0.0000          -6137.4958         0.0000     -6137.4958     -6137.4958         0.0000            143.5595      -140.5755   1000000.0000       143.5595      -140.5755
ENERGY:      65       173.7383       256.7112       688.1061        10.2022          -7112.6119       -81.4682         0.0000         0.0000         0.0000          -6065.3222         0.0000     -6065.3222     -6065.3222         0.0000            124.4743      -159.9750   1000000.0000       124.4743      -159.9750
ENERGY:      66        74.4408       231.2667       688.1861         8.5118          -7052.2577       -87.8373         0.0000         0.0000         0.0000          -6137.6896         0.0000     -6137.6896     -6137.6896         0.0000            145.2268      -138.8473   1000000.0000       145.2268      -138.8473
ENERGY:      67        75.8696       231.6369       688.1661         8.5267          -7054.1957       -87.7437         0.0000         0.0000         0.0000          -6137.7401         0.0000     -6137.7401     -6137.7401         0.0000            144.6869      -139.4073   1000000.0000       144.6869      -139.4073
ENERGY:      68        75.7108       231.5958       688.1682         8.5250          -7053.9868       -87.7541         0.0000         0.0000         0.0000          -6137.7411         0.0000     -6137.7411     -6137.7411         0.0000            144.7455      -139.3466   1000000.0000       144.7455      -139.3466
ENERGY:      69        81.6165       239.9069       687.2287        10.5756          -7124.5004       -87.2132         0.0000         0.0000         0.0000          -6192.3859         0.0000     -6192.3859     -6192.3859         0.0000            136.8142      -144.2248   1000000.0000       136.8142      -144.2248
ENERGY:      70       179.6606       274.8278       687.6286        14.2775          -7184.1200       -80.1982         0.0000         0.0000         0.0000          -6107.9237         0.0000     -6107.9237     -6107.9237         0.0000            123.9337      -153.6176   1000000.0000       123.9337      -153.6176
ENERGY:      71        76.6021       237.7208       687.2732        10.2776          -7117.3600       -87.5724         0.0000         0.0000         0.0000          -6193.0586         0.0000     -6193.0586     -6193.0586         0.0000            137.9014      -143.4803   1000000.0000       137.9014      -143.4803
ENERGY:      72        84.6869       249.3583       685.5646        12.7106          -7195.5284       -84.2196         0.0000         0.0000         0.0000          -6247.4275         0.0000     -6247.4275     -6247.4275         0.0000            128.3810      -158.1686   1000000.0000       128.3810      -158.1686
ENERGY:      73       194.4104       289.7927       685.1821        16.8450          -7259.7878       -73.2708         0.0000         0.0000         0.0000          -6146.8283         0.0000     -6146.8283     -6146.8283         0.0000            113.3701      -177.6888   1000000.0000       113.3701      -177.6888
ENERGY:      74        77.1303       245.8421       685.7423        12.2474          -7184.7408       -85.1792         0.0000         0.0000         0.0000          -6248.9579         0.0000     -6248.9579     -6248.9579         0.0000            130.1297      -155.6938   1000000.0000       130.1297      -155.6938
ENERGY:      75        77.7871       246.1644       685.7241        12.2920          -7185.8202       -85.0906         0.0000         0.0000         0.0000          -6248.9431         0.0000     -6248.9431     -6248.9431         0.0000            129.9603      -155.9359   1000000.0000       129.9603      -155.9359
ENERGY:      76        77.1950       245.8740       685.7405        12.2518          -7184.8487       -85.1704         0.0000         0.0000         0.0000          -6248.9578         0.0000     -6248.9578     -6248.9578         0.0000            130.1129      -155.7179   1000000.0000       130.1129      -155.7179
ENERGY:      77        89.3778       247.3961       684.5879        12.2620          -7253.1936       -80.6415         0.0000         0.0000         0.0000          -6300.2113         0.0000     -6300.2113     -6300.2113         0.0000            139.2573      -152.4186   1000000.0000       139.2573      -152.4186
ENERGY:      78       189.9817       275.3461       684.6227        13.7549          -7308.8142       -69.4799         0.0000         0.0000         0.0000          -6214.5888         0.0000     -6214.5888     -6214.5888         0.0000            143.4221      -153.6631   1000000.0000       143.4221      -153.6631
ENERGY:      79        83.0563       245.7592       684.6738        12.1788          -7245.2957       -81.5513         0.0000         0.0000         0.0000          -6301.1790         0.0000     -6301.1790     -6301.1790         0.0000            138.3988      -152.5686   1000000.0000       138.3988      -152.5686
ENERGY:      80        83.6271       245.9034       684.6649        12.1861          -7246.0863       -81.4648         0.0000         0.0000         0.0000          -6301.1696         0.0000     -6301.1696     -6301.1696         0.0000            138.4881      -152.4655   1000000.0000       138.4881      -152.4655
ENERGY:      81        83.1127       245.7735       684.6729        12.1795          -7245.3749       -81.5427         0.0000         0.0000         0.0000          -6301.1790         0.0000     -6301.1790     -6301.1790         0.0000            138.4078      -152.4821   1000000.0000       138.4078      -152.4821
ENERGY:      82        85.8503       257.4202       683.1603        11.0616          -7307.0746       -74.9289         0.0000         0.0000         0.0000          -6344.5110         0.0000     -6344.5110     -6344.5110         0.0000            138.5383      -156.3694   1000000.0000       138.5383      -156.3694
ENERGY:      83       180.0056       293.1561       682.7476        11.0825          -7357.3380       -61.8417         0.0000         0.0000         0.0000          -6252.1879         0.0000     -6252.1879     -6252.1879         0.0000            133.5532      -164.7394   1000000.0000       133.5532      -164.7394
ENERGY:      84        78.6335       253.5460       683.3558        11.1809          -7296.7592       -76.5709         0.0000         0.0000         0.0000          -6346.6140         0.0000     -6346.6140     -6346.6140         0.0000            138.9003      -155.3279   1000000.0000       138.9003      -155.3279
ENERGY:      85        79.2231       253.8966       683.3350        11.1673          -7297.7999       -76.4158         0.0000         0.0000         0.0000          -6346.5936         0.0000     -6346.5936     -6346.5936         0.0000            138.8720      -155.4247   1000000.0000       138.8720      -155.4247
ENERGY:      86        78.6911       253.5807       683.3537        11.1795          -7296.8634       -76.5555         0.0000         0.0000         0.0000          -6346.6138         0.0000     -6346.6138     -6346.6138         0.0000            138.8975      -155.3375   1000000.0000       138.8975      -155.3375
ENERGY:      87        81.3467       253.4169       682.6437         9.0889          -7353.3716       -66.6281         0.0000         0.0000         0.0000          -6393.5035         0.0000     -6393.5035     -6393.5035         0.0000            129.7753      -166.8213   1000000.0000       129.7753      -166.8213
ENERGY:      88       158.7045       275.7830       683.0868         8.5706          -7399.1544       -50.3564         0.0000         0.0000         0.0000          -6323.3661         0.0000     -6323.3661     -6323.3661         0.0000            116.1629      -182.1876   1000000.0000       116.1629      -182.1876
ENERGY:      89        77.7061       252.4199       682.6673         9.2279          -7348.1298       -67.8948         0.0000         0.0000         0.0000          -6394.0034         0.0000     -6394.0034     -6394.0034         0.0000            130.8953      -165.4892   1000000.0000       130.8953      -165.4892
ENERGY:      90        78.0365       252.5090       682.6648         9.2133          -7348.6533       -67.7709         0.0000         0.0000         0.0000          -6394.0007         0.0000     -6394.0007     -6394.0007         0.0000            130.7854      -165.6204   1000000.0000       130.7854      -165.6204
ENERGY:      91        77.7946       252.4438       682.6666         9.2240          -7348.2714       -67.8614         0.0000         0.0000         0.0000          -6394.0038         0.0000     -6394.0038     -6394.0038         0.0000            130.8657      -165.5246   1000000.0000       130.8657      -165.5246
ENERGY:      92        92.4065       245.6992       682.0629         8.3039          -7408.9608       -55.2000         0.0000         0.0000         0.0000          -6435.6883         0.0000     -6435.6883     -6435.6883         0.0000            130.5706      -165.5156   1000000.0000       130.5706      -165.5156
ENERGY:      93       187.8461       262.5919       682.6215         9.0325          -7458.8988       -35.2076         0.0000         0.0000         0.0000          -6352.0144         0.0000     -6352.0144     -6352.0144         0.0000            125.6096      -169.6209   1000000.0000       125.6096      -169.6209
ENERGY:      94        84.4292       245.1779       682.0886         8.3420          -7399.5710       -57.7780         0.0000         0.0000         0.0000          -6437.3113         0.0000     -6437.3113     -6437.3113         0.0000            130.9505      -165.2196   1000000.0000       130.9505      -165.2196
ENERGY:      95        85.1272       245.2008       682.0849         8.3361          -7400.5176       -57.5291         0.0000         0.0000         0.0000          -6437.2977         0.0000     -6437.2977     -6437.2977         0.0000            130.9184      -165.2438   1000000.0000       130.9184      -165.2438
ENERGY:      96        84.4980       245.1799       682.0882         8.3413          -7399.6657       -57.7532         0.0000         0.0000         0.0000          -6437.3114         0.0000     -6437.3114     -6437.3114         0.0000            130.9473      -165.2220   1000000.0000       130.9473      -165.2220
ENERGY:      97        89.1964       244.9671       680.3442         9.4534          -7456.2986       -43.5865         0.0000         0.0000         0.0000          -6475.9239         0.0000     -6475.9239     -6475.9239         0.0000            125.4414      -172.8466   1000000.0000       125.4414      -172.8466
ENERGY:      98       169.6037       265.9059       679.7927        12.1807          -7502.8841       -22.2801         0.0000         0.0000         0.0000          -6397.6813         0.0000     -6397.6813     -6397.6813         0.0000            115.5371      -184.2499   1000000.0000       115.5371      -184.2499
ENERGY:      99        83.0874       243.5476       680.5617         9.1576          -7447.3973       -46.4407         0.0000         0.0000         0.0000          -6477.4838         0.0000     -6477.4838     -6477.4838         0.0000            126.6869      -171.2850   1000000.0000       126.6869      -171.2850
ENERGY:     100        83.6017       243.6628       680.5389         9.1851          -7448.2949       -46.1644         0.0000         0.0000         0.0000          -6477.4708         0.0000     -6477.4708     -6477.4708         0.0000            126.5682        91.1018   1000000.0000       126.5682        91.1018
ENERGY:     101        83.1378       243.5589       680.5594         9.1604          -7447.4870       -46.4131         0.0000         0.0000         0.0000          -6477.4837         0.0000     -6477.4837     -6477.4837         0.0000            126.6752        91.2066   1000000.0000       126.6752        91.2066
ENERGY:     102       102.4323       242.0607       680.0335         8.6277          -7452.6056       -48.9243         0.0000         0.0000         0.0000          -6468.3756         0.0000     -6468.3756     -6468.3756         0.0000            136.2650       101.1128   1000000.0000       136.2650       101.1128
ENERGY:     103        75.4670       240.5682       680.2816         8.7987          -7449.7690       -47.5970         0.0000         0.0000         0.0000          -6492.2505         0.0000     -6492.2505     -6492.2505         0.0000            131.7592        96.4707   1000000.0000       131.7592        96.4707
ENERGY:     104       116.9875       277.1209       678.9640        18.6279          -7492.7796       -55.9118         0.0000         0.0000         0.0000          -6456.9912         0.0000     -6456.9912     -6456.9912         0.0000            140.9867        90.0617   1000000.0000       140.9867        90.0617
ENERGY:     105        74.1305       240.4988       678.8337         9.9330          -7468.3346       -52.5374         0.0000         0.0000         0.0000          -6517.4761         0.0000     -6517.4761     -6517.4761         0.0000            136.7691        95.7431   1000000.0000       136.7691        95.7431
ENERGY:     106        75.9403       242.1476       678.7160        10.4260          -7471.0208       -53.1065         0.0000         0.0000         0.0000          -6516.8975         0.0000     -6516.8975     -6516.8975         0.0000            137.3857        95.4244   1000000.0000       137.3857        95.4244
ENERGY:     107        74.2869       240.6436       678.8206         9.9785          -7468.6056       -52.5967         0.0000         0.0000         0.0000          -6517.4727         0.0000     -6517.4727     -6517.4727         0.0000            136.8326        95.7137   1000000.0000       136.8326        95.7137
ENERGY:     108        74.1691       240.5346       678.8304         9.9443          -7468.4022       -52.5523         0.0000         0.0000         0.0000          -6517.4762         0.0000     -6517.4762     -6517.4762         0.0000            136.7850        95.7358   1000000.0000       136.7850        95.7358
ENERGY:     109       114.4123       261.6272       677.7866        13.9278          -7517.8861       -56.1134         0.0000         0.0000         0.0000          -6506.2457         0.0000     -6506.2457     -6506.2457         0.0000            152.1443       110.8207   1000000.0000       152.1443       110.8207
ENERGY:     110        73.2175       240.7231       677.9822        11.4264          -7492.5329       -55.3540         0.0000         0.0000         0.0000          -6544.5377         0.0000     -6544.5377     -6544.5377         0.0000            144.9351       104.0287   1000000.0000       144.9351       104.0287
ENERGY:     111       108.4445       240.3592       678.6228        12.9490          -7545.9150       -50.3165         0.0000         0.0000         0.0000          -6555.8560         0.0000     -6555.8560     -6555.8560         0.0000            124.3825        87.7777   1000000.0000       124.3825        87.7777
ENERGY:     112       253.6770       298.6112       682.6502        21.5696          -7582.9968       -34.1404         0.0000         0.0000         0.0000          -6360.6293         0.0000     -6360.6293     -6360.6293         0.0000             97.8158        63.4666   1000000.0000        97.8158        63.4666
ENERGY:     113        79.1249       233.2634       677.9147        11.3948          -7523.9977       -53.9427         0.0000         0.0000         0.0000          -6576.2426         0.0000     -6576.2426     -6576.2426         0.0000            134.2769        96.0100   1000000.0000       134.2769        96.0100
ENERGY:     114        81.0702       233.4406       677.9551        11.4864          -7526.3308       -53.6802         0.0000         0.0000         0.0000          -6576.0588         0.0000     -6576.0588     -6576.0588         0.0000            133.3411        95.2592   1000000.0000       133.3411        95.2592
ENERGY:     115        79.3095       233.2759       677.9184        11.4034          -7524.2325       -53.9175         0.0000         0.0000         0.0000          -6576.2427         0.0000     -6576.2427     -6576.2427         0.0000            134.1838        95.9356   1000000.0000       134.1838        95.9356
ENERGY:     116       108.8973       236.5784       677.3388        11.2394          -7567.6142       -46.7063         0.0000         0.0000         0.0000          -6580.2665         0.0000     -6580.2665     -6580.2665         0.0000            123.9283        91.6748   1000000.0000       123.9283        91.6748
ENERGY:     117       269.1148       273.7838       678.0811        14.2841          -7597.6999       -30.7829         0.0000         0.0000         0.0000          -6393.2189         0.0000     -6393.2189     -6393.2189         0.0000            107.0898        80.1800   1000000.0000       107.0898        80.1800
ENERGY:     118        78.5742       230.6849       677.4549        10.9239          -7548.4006       -51.2403         0.0000         0.0000         0.0000          -6602.0030         0.0000     -6602.0030     -6602.0030         0.0000            129.6609        94.6159   1000000.0000       129.6609        94.6159
