# step Etot Epot T p 
543 -7968.993 -7968.993 0.0 316.6161 
544 -7969.0786 -7969.0786 0.0 316.6625 
545 -7969.0792 -7969.0792 0.0 316.6669 
546 -7945.5087 -7945.5087 0.0 305.2582 
547 -7976.79 -7976.79 0.0 313.2601 
548 -7937.2567 -7937.2567 0.0 318.3055 
549 -7982.6196 -7982.6196 0.0 315.0763 
550 -7944.0104 -7944.0104 0.0 308.3887 
551 -7988.2479 -7988.2479 0.0 313.7838 
552 -7953.6375 -7953.6375 0.0 311.9505 
553 -7994.1349 -7994.1349 0.0 313.7127 
554 -7951.0927 -7951.0927 0.0 308.9257 
555 -7999.1514 -7999.1514 0.0 313.0124 
556 -7964.9294 -7964.9294 0.0 318.9942 
557 -8003.7757 -8003.7757 0.0 314.9723 
558 -8003.3897 -8003.3897 0.0 315.4852 
559 -8003.7719 -8003.7719 0.0 315.0248 
560 -8003.7756 -8003.7756 0.0 314.9776 
561 -8003.7757 -8003.7757 0.0 314.9731 
562 -8003.7757 -8003.7757 0.0 314.9723 
563 -7987.8636 -7987.8636 0.0 305.7015 
564 -8009.1362 -8009.1362 0.0 312.2031 
565 -8008.9277 -8008.9277 0.0 311.6115 
566 -8009.1342 -8009.1342 0.0 312.1447 
567 -8009.1361 -8009.1361 0.0 312.1973 
568 -7996.851 -7996.851 0.0 316.1432 
569 -8014.2284 -8014.2284 0.0 313.8807 
570 -8002.2869 -8002.2869 0.0 317.7018 
571 -8018.8291 -8018.8291 0.0 315.5191 
572 -8018.6654 -8018.6654 0.0 315.7915 
573 -8018.8275 -8018.8275 0.0 315.5469 
574 -8018.829 -8018.829 0.0 315.5219 
575 -8010.0183 -8010.0183 0.0 313.355 
576 -8023.3294 -8023.3294 0.0 315.0221 
577 -8020.182 -8020.182 0.0 315.3625 
578 -8028.2452 -8028.2452 0.0 315.401 
579 -8028.1657 -8028.1657 0.0 315.4232 
580 -8028.2445 -8028.2445 0.0 315.4035 
581 -8028.2453 -8028.2453 0.0 315.4012 
582 -8026.9525 -8026.9525 0.0 312.5931 
583 -8033.1815 -8033.1815 0.0 314.2811 
584 -8033.1217 -8033.1217 0.0 314.132 
585 -8033.1812 -8033.1812 0.0 314.2664 
586 -8033.1816 -8033.1816 0.0 314.2785 
587 -8031.6204 -8031.6204 0.0 315.2779 
588 -8037.8063 -8037.8063 0.0 314.9428 
589 -8037.747 -8037.747 0.0 314.9966 
590 -8037.8061 -8037.8061 0.0 314.9483 
591 -8037.8065 -8037.8065 0.0 314.9443 
592 -8037.8064 -8037.8064 0.0 314.9442 
593 -8037.8065 -8037.8065 0.0 314.9443 
594 -8038.3045 -8038.3045 0.0 315.3323 
595 -8001.2415 -8001.2415 0.0 314.4755 
596 -8042.7063 -8042.7063 0.0 315.311 
597 -8042.6636 -8042.6636 0.0 315.3273 
598 -8042.7059 -8042.7059 0.0 315.3128 
599 -8042.7063 -8042.7063 0.0 315.3113 
600 -8042.7063 -8042.7063 0.0 315.311 
601 -8043.3168 -8043.3168 0.0 319.1816 
602 -8007.9291 -8007.9291 0.0 321.9567 
603 -8047.4579 -8047.4579 0.0 317.4638 
604 -8047.4183 -8047.4183 0.0 317.6479 
605 -8047.4583 -8047.4583 0.0 317.482 
606 -8047.4584 -8047.4584 0.0 317.4765 
607 -8047.4582 -8047.4582 0.0 317.4742 
608 -8047.4584 -8047.4584 0.0 317.4765 
609 -8048.9624 -8048.9624 0.0 315.7934 
610 -8017.7107 -8017.7107 0.0 313.2336 
611 -8052.274 -8052.274 0.0 316.683 
612 -8052.243 -8052.243 0.0 316.6031 
613 -8052.2739 -8052.2739 0.0 316.6751 
614 -8052.2739 -8052.2739 0.0 316.6803 
615 -8054.2607 -8054.2607 0.0 316.0312 
616 -8025.2873 -8025.2873 0.0 314.633 
617 -8057.1296 -8057.1296 0.0 316.4219 
618 -8057.1032 -8057.1032 0.0 316.39 
619 -8057.1296 -8057.1296 0.0 316.4188 
620 -8058.475 -8058.475 0.0 319.3324 
621 -8028.8432 -8028.8432 0.0 321.4015 
622 -8061.6401 -8061.6401 0.0 318.1235 
623 -8061.6113 -8061.6113 0.0 318.2528 
624 -8061.6402 -8061.6402 0.0 318.1365 
625 -8063.8287 -8063.8287 0.0 317.243 
626 -8037.9087 -8037.9087 0.0 315.4516 
627 -8066.2755 -8066.2755 0.0 317.7393 
628 -8066.2535 -8066.2535 0.0 317.6971 
629 -8066.2756 -8066.2756 0.0 317.7351 
630 -8066.2757 -8066.2757 0.0 317.7367 
631 -8066.2757 -8066.2757 0.0 317.737 
632 -8066.2757 -8066.2757 0.0 317.7367 
633 -8068.5044 -8068.5044 0.0 320.1459 
634 -8044.8383 -8044.8383 0.0 321.5807 
635 -8070.6929 -8070.6929 0.0 319.2763 
636 -8070.6727 -8070.6727 0.0 319.3708 
637 -8070.6929 -8070.6929 0.0 319.2858 
638 -8074.0933 -8074.0933 0.0 324.5368 
639 -8054.6933 -8054.6933 0.0 328.9958 
640 -8075.4657 -8075.4657 0.0 322.7979 
641 -8075.4529 -8075.4529 0.0 322.9764 
642 -8075.4658 -8075.4658 0.0 322.8157 
643 -8075.4658 -8075.4658 0.0 322.8101 
644 -8075.4658 -8075.4658 0.0 322.8083 
645 -8080.7624 -8080.7624 0.0 325.612 
646 -8067.2596 -8067.2596 0.0 327.9258 
647 -8081.1887 -8081.1887 0.0 325.0562 
648 -8081.1851 -8081.1851 0.0 325.1128 
649 -8081.1886 -8081.1886 0.0 325.0619 
650 -8085.8588 -8085.8588 0.0 324.9835 
651 -8069.763 -8069.763 0.0 324.4702 
652 -8086.6048 -8086.6048 0.0 325.0573 
653 -8086.5989 -8086.5989 0.0 325.0514 
654 -8086.6049 -8086.6049 0.0 325.0567 
655 -8086.2717 -8086.2717 0.0 325.5237 
656 -8090.304 -8090.304 0.0 325.4023 
657 -8090.2663 -8090.2663 0.0 325.4245 
658 -8090.304 -8090.304 0.0 325.4046 
659 -8090.2635 -8090.2635 0.0 329.8055 
660 -8094.2501 -8094.2501 0.0 327.6966 
661 -8094.2108 -8094.2108 0.0 327.9164 
662 -8094.2497 -8094.2497 0.0 327.7187 
663 -8094.2502 -8094.2502 0.0 327.7002 
664 -8099.6321 -8099.6321 0.0 329.3562 
665 -8080.3001 -8080.3001 0.0 330.8915 
666 -8100.5567 -8100.5567 0.0 328.9241 
667 -8100.549 -8100.549 0.0 328.9682 
668 -8100.5568 -8100.5568 0.0 328.9285 
669 -8101.8928 -8101.8928 0.0 336.9429 
670 -8068.5471 -8068.5471 0.0 344.3375 
671 -8105.513 -8105.513 0.0 333.344 
672 -8105.4797 -8105.4797 0.0 333.7105 
673 -8105.5128 -8105.5128 0.0 333.3807 
674 -8105.5131 -8105.5131 0.0 333.3566 
675 -8104.9577 -8104.9577 0.0 338.2659 
676 -8110.125 -8110.125 0.0 335.9053 
677 -8110.0736 -8110.0736 0.0 336.1571 
678 -8110.1247 -8110.1247 0.0 335.9306 
679 -8110.125 -8110.125 0.0 335.9094 
680 -8109.4371 -8109.4371 0.0 336.258 
681 -8114.878 -8114.878 0.0 336.2663 
682 -8114.8252 -8114.8252 0.0 336.2834 
683 -8114.8776 -8114.8776 0.0 336.2682 
684 -8114.878 -8114.878 0.0 336.2668 
685 -8117.0243 -8117.0243 0.0 340.623 
686 -8083.6723 -8083.6723 0.0 343.9641 
687 -8120.4293 -8120.4293 0.0 338.8474 
688 -8120.398 -8120.398 0.0 339.0341 
689 -8120.4292 -8120.4292 0.0 338.8662 
690 -8120.4293 -8120.4293 0.0 338.8546 
691 -8123.4724 -8123.4724 0.0 339.0101 
692 -8092.151 -8092.151 0.0 338.5165 
693 -8126.3634 -8126.3634 0.0 339.0356 
694 -8126.3365 -8126.3365 0.0 339.0387 
695 -8126.3629 -8126.3629 0.0 339.0361 
696 -8126.3632 -8126.3632 0.0 339.0358 
697 -8126.3634 -8126.3634 0.0 339.0356 
698 -8125.5273 -8125.5273 0.0 345.4222 
699 -8131.2262 -8131.2262 0.0 342.2341 
700 -8131.1705 -8131.1705 0.0 342.5653 
701 -8131.2258 -8131.2258 0.0 342.2674 
702 -8131.2262 -8131.2262 0.0 342.2387 
703 -8131.5325 -8131.5325 0.0 343.3219 
704 -8092.9652 -8092.9652 0.0 343.436 
705 -8136.2419 -8136.2419 0.0 342.9205 
706 -8136.1961 -8136.1961 0.0 342.9725 
707 -8136.2416 -8136.2416 0.0 342.9258 
708 -8136.242 -8136.242 0.0 342.9216 
709 -8135.9783 -8135.9783 0.0 349.4036 
710 -8140.9664 -8140.9664 0.0 346.2519 
711 -8140.9189 -8140.9189 0.0 346.5784 
712 -8140.966 -8140.966 0.0 346.2847 
713 -8140.9664 -8140.9664 0.0 346.2555 
714 -8144.0321 -8144.0321 0.0 346.1839 
715 -8115.4037 -8115.4037 0.0 345.5699 
716 -8146.5714 -8146.5714 0.0 346.2914 
717 -8146.5494 -8146.5494 0.0 346.2849 
718 -8146.5715 -8146.5715 0.0 346.2908 
719 -8146.5715 -8146.5715 0.0 346.2911 
720 -8146.5715 -8146.5715 0.0 346.2908 
721 -8147.2956 -8147.2956 0.0 348.8911 
722 -8113.8237 -8113.8237 0.0 350.6846 
723 -8151.1924 -8151.1924 0.0 347.7558 
724 -8151.1542 -8151.1542 0.0 347.8787 
725 -8151.1921 -8151.1921 0.0 347.7682 
726 -8151.1924 -8151.1924 0.0 347.7575 
727 -8151.1924 -8151.1924 0.0 347.7558 
728 -8153.3038 -8153.3038 0.0 349.7021 
729 -8125.345 -8125.345 0.0 350.7851 
730 -8156.0652 -8156.0652 0.0 348.9753 
731 -8156.0391 -8156.0391 0.0 349.0552 
732 -8156.0649 -8156.0649 0.0 348.9834 
733 -8156.0653 -8156.0653 0.0 348.9763 
734 -8158.7974 -8158.7974 0.0 347.0191 
735 -8133.9236 -8133.9236 0.0 344.1581 
736 -8161.0061 -8161.0061 0.0 347.9146 
737 -8160.9859 -8160.9859 0.0 347.8312 
738 -8161.0061 -8161.0061 0.0 347.9063 
739 -8166.6052 -8166.6052 0.0 350.7684 
740 -8151.2492 -8151.2492 0.0 352.9527 
741 -8167.1667 -8167.1667 0.0 350.1674 
742 -8167.1619 -8167.1619 0.0 350.229 
743 -8167.1668 -8167.1668 0.0 350.1736 
744 -8167.1668 -8167.1668 0.0 350.1723 
745 -7811.6558 -7811.6558 0.0 326.2113 
746 -8170.7032 -8170.7032 0.0 349.4502 
747 -8170.7388 -8170.7388 0.0 349.5393 
748 -8170.7392 -8170.7392 0.0 349.5305 
749 -8056.7865 -8056.7865 0.0 359.4037 
750 -8175.085 -8175.085 0.0 351.8165 
751 -8143.1696 -8143.1696 0.0 350.5323 
752 -8180.648 -8180.648 0.0 351.6621 
753 -8180.5938 -8180.5938 0.0 351.6842 
754 -8180.6476 -8180.6476 0.0 351.6644 
755 -8180.648 -8180.648 0.0 351.6624 
756 -8180.648 -8180.648 0.0 351.6621 
757 -8164.2661 -8164.2661 0.0 352.1878 
758 -8186.4409 -8186.4409 0.0 351.9339 
759 -8169.9609 -8169.9609 0.0 351.2106 
760 -8191.7466 -8191.7466 0.0 351.8158 
761 -8191.6951 -8191.6951 0.0 351.8326 
762 -8191.7463 -8191.7463 0.0 351.8174 
763 -8191.7469 -8191.7469 0.0 351.8159 
764 -8159.8573 -8159.8573 0.0 342.0396 
765 -8195.7887 -8195.7887 0.0 349.6044 
766 -8162.4416 -8162.4416 0.0 349.0439 
767 -8199.8229 -8199.8229 0.0 349.744 
768 -8168.7358 -8168.7358 0.0 347.7016 
769 -8203.2817 -8203.2817 0.0 349.5291 
770 -8202.9396 -8202.9396 0.0 349.4246 
771 -8203.2786 -8203.2786 0.0 349.5194 
772 -8203.2817 -8203.2817 0.0 349.5281 
773 -8184.7792 -8184.7792 0.0 353.2552 
774 -8207.0404 -8207.0404 0.0 350.8229 
775 -8206.8204 -8206.8204 0.0 351.1112 
776 -8207.0381 -8207.0381 0.0 350.8524 
777 -8207.0404 -8207.0404 0.0 350.8259 
778 -8194.4805 -8194.4805 0.0 355.9303 
779 -8210.6777 -8210.6777 0.0 352.6262 
780 -8194.9471 -8194.9471 0.0 353.34 
781 -8213.9526 -8213.9526 0.0 353.0045 
782 -8196.8572 -8196.8572 0.0 352.3075 
783 -8216.9507 -8216.9507 0.0 352.9952 
784 -8197.7784 -8197.7784 0.0 343.5214 
785 -8219.6439 -8219.6439 0.0 350.7292 
786 -8219.4291 -8219.4291 0.0 350.0578 
787 -8219.6422 -8219.6422 0.0 350.6625 
788 -8219.644 -8219.644 0.0 350.7225 
789 -8206.9953 -8206.9953 0.0 351.7444 
790 -8222.57 -8222.57 0.0 351.1657 
791 -8212.7656 -8212.7656 0.0 348.2441 
792 -8225.4706 -8225.4706 0.0 350.3369 
793 -8225.3438 -8225.3438 0.0 350.1498 
794 -8225.4696 -8225.4696 0.0 350.3183 
795 -8225.4705 -8225.4705 0.0 350.3351 
796 -8215.9385 -8215.9385 0.0 355.5544 
797 -8228.2094 -8228.2094 0.0 352.1375 
798 -8220.788 -8220.788 0.0 357.2028 
799 -8231.0814 -8231.0814 0.0 353.9948 
800 -8222.4342 -8222.4342 0.0 360.1111 
801 -8233.8913 -8233.8913 0.0 356.1651 
802 -8225.4674 -8225.4674 0.0 352.9523 
803 -8236.626 -8236.626 0.0 355.2724 
804 -8236.5156 -8236.5156 0.0 355.0713 
805 -8236.6251 -8236.6251 0.0 355.2525 
806 -8236.626 -8236.626 0.0 355.2704 
807 -8229.851 -8229.851 0.0 354.1473 
808 -8239.3911 -8239.3911 0.0 355.0512 
809 -8233.4389 -8233.4389 0.0 352.0242 
810 -8242.1613 -8242.1613 0.0 354.123 
811 -8237.9875 -8237.9875 0.0 355.8915 
812 -8245.1187 -8245.1187 0.0 354.9826 
813 -8244.4206 -8244.4206 0.0 356.3232 
814 -8248.5367 -8248.5367 0.0 355.7636 
815 -8248.8322 -8248.8322 0.0 360.1987 
816 -8222.4154 -8222.4154 0.0 363.6408 
817 -8252.015 -8252.015 0.0 358.1582 
818 -8253.6459 -8253.6459 0.0 355.5207 
819 -8232.3741 -8232.3741 0.0 352.0555 
820 -8255.732 -8255.732 0.0 356.7557 
821 -8255.7128 -8255.7128 0.0 356.6388 
822 -8255.7321 -8255.7321 0.0 356.744 
823 -8255.7322 -8255.7322 0.0 356.7477 
824 -8255.7322 -8255.7322 0.0 356.749 
825 -8255.7321 -8255.7321 0.0 356.7497 
826 -8255.7322 -8255.7322 0.0 356.749 
827 -8258.825 -8258.825 0.0 354.7914 
828 -8243.3144 -8243.3144 0.0 352.132 
829 -8259.8448 -8259.8448 0.0 355.526 
830 -8259.8348 -8259.8348 0.0 355.4565 
831 -8259.8446 -8259.8446 0.0 355.5191 
832 -8259.8448 -8259.8448 0.0 355.525 
833 -8259.8449 -8259.8449 0.0 355.5244 
834 -8263.204 -8263.204 0.0 355.1989 
835 -8249.5458 -8249.5458 0.0 354.2468 
836 -8263.9682 -8263.9682 0.0 355.3677 
837 -8263.9607 -8263.9607 0.0 355.3537 
838 -8263.9682 -8263.9682 0.0 355.3663 
839 -8267.9961 -8267.9961 0.0 355.8835 
840 -8257.4024 -8257.4024 0.0 355.9389 
841 -8268.3508 -8268.3508 0.0 355.8128 
842 -8268.348 -8268.348 0.0 355.8208 
843 -8268.3506 -8268.3506 0.0 355.8137 
844 -8268.3507 -8268.3507 0.0 355.8129 
845 -8268.3508 -8268.3508 0.0 355.8128 
846 -8272.4839 -8272.4839 0.0 357.253 
847 -8262.765 -8262.765 0.0 358.2994 
848 -8272.7472 -8272.7472 0.0 357.0036 
849 -8272.745 -8272.745 0.0 357.0293 
850 -8272.7471 -8272.7471 0.0 357.0062 
851 -8276.4384 -8276.4384 0.0 357.2952 
852 -8266.3075 -8266.3075 0.0 357.2019 
853 -8276.7994 -8276.7994 0.0 357.2659 
854 -8276.7965 -8276.7965 0.0 357.2696 
855 -8276.7997 -8276.7997 0.0 357.2662 
856 -8276.7995 -8276.7995 0.0 357.2662 
857 -8276.7997 -8276.7997 0.0 357.2662 
858 -8280.2213 -8280.2213 0.0 357.1918 
859 -8270.1107 -8270.1107 0.0 356.7378 
860 -8280.6192 -8280.6192 0.0 357.2495 
861 -8280.6156 -8280.6156 0.0 357.2448 
862 -8280.6191 -8280.6191 0.0 357.2491 
863 -8285.3185 -8285.3185 0.0 357.7836 
864 -8279.5465 -8279.5465 0.0 358.1115 
865 -8285.3132 -8285.3132 0.0 357.7411 
866 -8285.3287 -8285.3287 0.0 357.7648 
867 -8290.2869 -8290.2869 0.0 359.8584 
868 -8285.532 -8285.532 0.0 361.8307 
869 -8290.2549 -8290.2549 0.0 360.0594 
870 -8290.2884 -8290.2884 0.0 359.893 
871 -8294.6907 -8294.6907 0.0 362.38 
872 -8288.4237 -8288.4237 0.0 364.7607 
873 -8294.7238 -8294.7238 0.0 362.1382 
874 -8294.7258 -8294.7258 0.0 362.1829 
875 -8298.0672 -8298.0672 0.0 362.3618 
876 -8288.5405 -8288.5405 0.0 362.4302 
877 -8298.4226 -8298.4226 0.0 362.3334 
878 -8298.4196 -8298.4196 0.0 362.3365 
879 -8298.4228 -8298.4228 0.0 362.3337 
880 -8298.4227 -8298.4227 0.0 362.3337 
881 -8298.4228 -8298.4228 0.0 362.3337 
882 -8301.4511 -8301.4511 0.0 364.2379 
883 -8290.7557 -8290.7557 0.0 366.0182 
884 -8301.9649 -8301.9649 0.0 363.7287 
885 -8301.9603 -8301.9603 0.0 363.7802 
886 -8301.9649 -8301.9649 0.0 363.7339 
887 -8305.5584 -8305.5584 0.0 366.1734 
888 -8296.1216 -8296.1216 0.0 368.5794 
889 -8305.8691 -8305.8691 0.0 365.6408 
890 -8305.8669 -8305.8669 0.0 365.694 
891 -8305.8692 -8305.8692 0.0 365.6462 
892 -8310.0298 -8310.0298 0.0 366.399 
893 -8301.4096 -8301.4096 0.0 367.214 
894 -8310.2075 -8310.2075 0.0 366.2702 
895 -8310.2054 -8310.2054 0.0 366.2833 
896 -8310.2076 -8310.2076 0.0 366.2715 
897 -8313.536 -8313.536 0.0 369.5926 
898 -8301.0954 -8301.0954 0.0 372.9854 
899 -8314.1583 -8314.1583 0.0 368.6436 
900 -8314.1529 -8314.1529 0.0 368.7385 
901 -8314.1583 -8314.1583 0.0 368.653 
902 -8316.1243 -8316.1243 0.0 372.1348 
903 -8297.7431 -8297.7431 0.0 375.6496 
904 -8317.7253 -8317.7253 0.0 370.7437 
905 -8317.7105 -8317.7105 0.0 370.8833 
906 -8317.7252 -8317.7252 0.0 370.7577 
907 -8317.7253 -8317.7253 0.0 370.7481 
908 -8317.7253 -8317.7253 0.0 370.7437 
909 -8320.2581 -8320.2581 0.0 372.1591 
910 -8303.5056 -8303.5056 0.0 373.6592 
911 -8321.5182 -8321.5182 0.0 371.6412 
912 -8321.5071 -8321.5071 0.0 371.6929 
913 -8321.5182 -8321.5182 0.0 371.6464 
914 -8321.5183 -8321.5183 0.0 371.6451 
915 -8323.318 -8323.318 0.0 371.6962 
916 -8304.6081 -8304.6081 0.0 371.7698 
917 -8325.0088 -8325.0088 0.0 371.6832 
918 -8324.9945 -8324.9945 0.0 371.6845 
919 -8325.0091 -8325.0091 0.0 371.6833 
920 -8325.0091 -8325.0091 0.0 371.6833 
921 -8326.0851 -8326.0851 0.0 372.3477 
922 -8304.8265 -8304.8265 0.0 373.0032 
923 -8328.3076 -8328.3076 0.0 372.0607 
924 -8328.2877 -8328.2877 0.0 372.0901 
925 -8328.3076 -8328.3076 0.0 372.0637 
926 -8329.8136 -8329.8136 0.0 377.6227 
927 -8309.2209 -8309.2209 0.0 383.2522 
928 -8331.826 -8331.826 0.0 375.2287 
929 -8331.8078 -8331.8078 0.0 375.4682 
930 -8331.8262 -8331.8262 0.0 375.2526 
931 -8331.8262 -8331.8262 0.0 375.2477 
932 -8331.8262 -8331.8262 0.0 375.2457 
933 -8331.8262 -8331.8262 0.0 375.2477 
934 -8331.346 -8331.346 0.0 380.3524 
935 -8334.8195 -8334.8195 0.0 377.7266 
936 -8334.7868 -8334.7868 0.0 377.9908 
937 -8334.8192 -8334.8192 0.0 377.7531 
938 -8334.8196 -8334.8196 0.0 377.7306 
939 -8336.6673 -8336.6673 0.0 380.4906 
940 -8317.6036 -8317.6036 0.0 383.3519 
941 -8338.3818 -8338.3818 0.0 379.3552 
942 -8338.3676 -8338.3676 0.0 379.4681 
943 -8338.382 -8338.382 0.0 379.3665 
944 -8338.3819 -8338.3819 0.0 379.364 
945 -8338.382 -8338.382 0.0 379.3665 
946 -8342.1561 -8342.1561 0.0 383.2007 
947 -8329.6044 -8329.6044 0.0 387.3398 
948 -8342.713 -8342.713 0.0 382.1606 
949 -8342.7087 -8342.7087 0.0 382.2638 
950 -8342.713 -8342.713 0.0 382.1722 
951 -8341.8853 -8341.8853 0.0 385.7904 
952 -8345.3936 -8345.3936 0.0 383.894 
953 -8345.3597 -8345.3597 0.0 384.0871 
954 -8345.3936 -8345.3936 0.0 383.9133 
955 -8345.3936 -8345.3936 0.0 383.9004 
956 -8346.7945 -8346.7945 0.0 386.8906 
957 -8328.1527 -8328.1527 0.0 389.7823 
958 -8348.6097 -8348.6097 0.0 385.6262 
959 -8348.5936 -8348.5936 0.0 385.7535 
960 -8348.6096 -8348.6096 0.0 385.639 
961 -8348.6095 -8348.6095 0.0 385.6311 
962 -8348.6096 -8348.6096 0.0 385.6262 
963 -8350.2043 -8350.2043 0.0 388.439 
964 -8332.3511 -8332.3511 0.0 391.1008 
965 -8351.8747 -8351.8747 0.0 387.2883 
966 -8351.8597 -8351.8597 0.0 387.4046 
967 -8351.8752 -8351.8752 0.0 387.2997 
968 -8351.8752 -8351.8752 0.0 387.2983 
969 -8351.8752 -8351.8752 0.0 387.2997 
970 -8353.6368 -8353.6368 0.0 389.0092 
971 -8336.4831 -8336.4831 0.0 390.5209 
972 -8355.1819 -8355.1819 0.0 388.3418 
973 -8355.1683 -8355.1683 0.0 388.4098 
974 -8355.182 -8355.182 0.0 388.3486 
975 -8355.1821 -8355.1821 0.0 388.3469 
976 -8355.1821 -8355.1821 0.0 388.3464 
977 -8355.1821 -8355.1821 0.0 388.3469 
978 -8355.9475 -8355.9475 0.0 389.9762 
979 -8335.3529 -8335.3529 0.0 391.2921 
980 -8358.2169 -8358.2169 0.0 389.265 
981 -8358.1964 -8358.1964 0.0 389.3392 
982 -8358.2171 -8358.2171 0.0 389.2724 
983 -8358.217 -8358.217 0.0 389.2703 
984 -8358.2171 -8358.2171 0.0 389.2724 
985 -8360.0928 -8360.0928 0.0 391.0181 
986 -8342.9675 -8342.9675 0.0 392.6297 
987 -8361.5997 -8361.5997 0.0 390.3399 
988 -8361.5867 -8361.5867 0.0 390.4085 
989 -8361.5998 -8361.5998 0.0 390.3467 
990 -8361.5996 -8361.5996 0.0 390.3453 
991 -8361.5998 -8361.5998 0.0 390.3467 
992 -8362.8764 -8362.8764 0.0 392.1841 
993 -8344.6033 -8344.6033 0.0 393.8956 
994 -8364.7018 -8364.7018 0.0 391.4073 
995 -8364.6857 -8364.6857 0.0 391.486 
996 -8364.7017 -8364.7017 0.0 391.4152 
997 -8365.5263 -8365.5263 0.0 395.6145 
998 -8346.631 -8346.631 0.0 399.6901 
999 -8367.5883 -8367.5883 0.0 393.7099 
1000 -8367.5691 -8367.5691 0.0 393.9015 
1001 -8367.5885 -8367.5885 0.0 393.7289 
1002 -8367.5885 -8367.5885 0.0 393.7233 
1003 -8367.5885 -8367.5885 0.0 393.7289 
1004 -8368.4998 -8368.4998 0.0 397.3785 
1005 -8350.3802 -8350.3802 0.0 400.9433 
1006 -8370.4326 -8370.4326 0.0 395.7431 
1007 -8370.4141 -8370.4141 0.0 395.9077 
1008 -8370.4327 -8370.4327 0.0 395.7595 
1009 -8370.4327 -8370.4327 0.0 395.7529 
1010 -8371.8187 -8371.8187 0.0 395.3364 
1011 -8355.3597 -8355.3597 0.0 394.8756 
1012 -8373.3929 -8373.3929 0.0 395.52 
1013 -8373.3791 -8373.3791 0.0 395.5017 
1014 -8373.3928 -8373.3928 0.0 395.5182 
1015 -8373.3929 -8373.3929 0.0 395.5196 
1016 -8373.3929 -8373.3929 0.0 395.52 
1017 -8375.1888 -8375.1888 0.0 395.4578 
1018 -8360.165 -8360.165 0.0 395.382 
1019 -8376.4758 -8376.4758 0.0 395.4854 
1020 -8376.4641 -8376.4641 0.0 395.4828 
1021 -8376.4762 -8376.4762 0.0 395.485 
1022 -8376.4761 -8376.4761 0.0 395.4851 
1023 -8376.4762 -8376.4762 0.0 395.485 
1024 -8377.8696 -8377.8696 0.0 399.2101 
1025 -8362.0483 -8362.0483 0.0 402.8423 
1026 -8379.378 -8379.378 0.0 397.6615 
1027 -8379.3646 -8379.3646 0.0 397.8168 
1028 -8379.378 -8379.378 0.0 397.6771 
1029 -8380.788 -8380.788 0.0 401.5081 
1030 -8365.0897 -8365.0897 0.0 405.1719 
1031 -8382.2766 -8382.2766 0.0 399.9299 
1032 -8382.2627 -8382.2627 0.0 400.089 
1033 -8382.2764 -8382.2764 0.0 399.9459 
1034 -8382.2766 -8382.2766 0.0 399.9316 
1035 -8382.2766 -8382.2766 0.0 399.9299 
1036 -8383.2588 -8383.2588 0.0 401.1111 
1037 -8366.0504 -8366.0504 0.0 402.0289 
1038 -8385.0633 -8385.0633 0.0 400.6179 
1039 -8385.0464 -8385.0464 0.0 400.6695 
1040 -8385.0632 -8385.0632 0.0 400.6231 
1041 -8385.0633 -8385.0633 0.0 400.6189 
1042 -8385.3833 -8385.3833 0.0 401.267 
1043 -8366.1143 -8366.1143 0.0 401.5707 
1044 -8387.6734 -8387.6734 0.0 400.9994 
1045 -8387.6522 -8387.6522 0.0 401.0295 
1046 -8387.6734 -8387.6734 0.0 401.0024 
1047 -8389.3277 -8389.3277 0.0 402.1958 
1048 -8373.9954 -8373.9954 0.0 403.1859 
1049 -8390.7093 -8390.7093 0.0 401.74 
1050 -8390.6955 -8390.6955 0.0 401.7873 
1051 -8390.709 -8390.709 0.0 401.7448 
1052 -8390.7093 -8390.7093 0.0 401.7406 
1053 -8390.7093 -8390.7093 0.0 401.741 
1054 -8390.7093 -8390.7093 0.0 401.7406 
1055 -8263.3934 -8263.3934 0.0 392.0583 
1056 -8393.8619 -8393.8619 0.0 401.2791 
1057 -8238.3285 -8238.3285 0.0 398.1508 
1058 -8398.838 -8398.838 0.0 401.5461 
1059 -8398.7889 -8398.7889 0.0 401.5309 
1060 -8398.8375 -8398.8375 0.0 401.5447 
1061 -8398.8379 -8398.8379 0.0 401.546 
1062 -8398.838 -8398.838 0.0 401.5461 
1063 -8342.1323 -8342.1323 0.0 401.8691 
1064 -8405.1891 -8405.1891 0.0 401.782 
1065 -8364.8185 -8364.8185 0.0 391.4755 
1066 -8411.2761 -8411.2761 0.0 399.146 
1067 -8369.3691 -8369.3691 0.0 397.2561 
1068 -8416.4462 -8416.4462 0.0 398.9283 
1069 -8374.2849 -8374.2849 0.0 398.238 
1070 -8421.1432 -8421.1432 0.0 399.0491 
1071 -8378.6684 -8378.6684 0.0 396.2536 
1072 -8425.0102 -8425.0102 0.0 398.7562 
1073 -8391.4789 -8391.4789 0.0 390.5384 
1074 -8428.6023 -8428.6023 0.0 397.0905 
1075 -8403.0171 -8403.0171 0.0 403.439 
1076 -8432.1525 -8432.1525 0.0 398.9508 
1077 -8410.0591 -8410.0591 0.0 395.4923 
1078 -8435.6066 -8435.6066 0.0 398.2088 
1079 -8435.3523 -8435.3523 0.0 397.9835 
1080 -8435.6041 -8435.6041 0.0 398.1868 
1081 -8435.6067 -8435.6067 0.0 398.2066 
1082 -8435.6067 -8435.6067 0.0 398.2069 
1083 -8435.6067 -8435.6067 0.0 398.2066 
